product_id,product_name,brand,category_l1,category_l2,category_l3,created_at,gender_target,is_active,launch_date,material,price_range,season,sustainability_score,care_instructions
P000624,Triple-buffered multi-tasking challenge Tops,Coastal Chic 3,Tops,Bottoms,,2024-08-26 01:16:32,Women,True,2025-09-01,Leather,$30-50,Winter,17,Machine wash cold
P000625,Visionary client-server projection Running,Elite Edge,Running,,,2025-09-20 17:14:05,Men,True,2024-12-07,Modal,$100-150,Winter,79,Dry clean only
P000626,Diverse foreground architecture Formal,Vintage Vibe 2,Formal,Footwear,,2024-12-02 21:52:20,Women,True,2024-11-12,Cashmere,$150-200,All Season,0,Machine wash warm
P000627,Up-sized bottom-line contingency Mens Clothing,Sunset Styles 3,Mens Clothing,,Formal,2024-05-30 16:44:39,Women,True,2025-07-09,Cotton,$50-100,Spring,72,Machine wash warm
P000628,Digitized upward-trending algorithm Accessories,Modern Muse 3,Accessories,Footwear,,2025-05-13 13:02:20,Men,True,2024-05-30,Viscose,$100-150,Fall,59,Machine wash cold
P000629,Open-source incremental framework Activewear,Street Smart 2,Activewear,Footwear,,2024-09-05 02:29:53,Men,True,2025-04-27,Polyester,$100-150,All Season,74,Hand wash
P000630,Sharable user-facing focus group Womens Clothing,Mode Moderne 2,Womens Clothing,,,2024-01-23 00:58:51,Women,True,2025-05-23,Leather,$100-150,All Season,60,Hand wash
P000631,Ergonomic bi-directional capacity Accessories,Sunset Styles 2,Accessories,,,2024-02-17 12:13:13,Women,True,2023-10-16,Cotton,$100-150,All Season,95,Hand wash
P000632,Virtual reciprocal pricing structure Activewear,Sunset Styles 3,Activewear,Running,,2024-04-21 06:58:32,Men,True,2025-01-08,Cotton,$100-150,Fall,94,Machine wash cold
P000633,Re-contextualized reciprocal emulation Footwear,Chic Collection,Footwear,Formal,Pants,2025-01-02 05:15:54,Men,True,2024-03-24,Modal,$50-100,Fall,35,Hand wash
P000634,Focused systemic algorithm Yoga,Bella Vista,Yoga,Tops,,2024-07-02 01:24:46,Men,True,2023-11-26,Leather,$100-150,Fall,22,Hand wash
P000635,Team-oriented zero-defect matrices Mens Clothing,Classic Craft 3,Mens Clothing,Formal,,2024-01-09 03:51:07,Women,True,2024-10-20,Polyester,$30-50,Summer,76,Dry clean only
P000636,Robust methodical structure Jewelry,Bold Basics 2,Jewelry,,Footwear,2025-02-12 13:07:53,Women,True,2024-07-12,Wool,$30-50,Summer,73,Hand wash
P000637,Enterprise-wide human-resource matrix Running,Metro Style,Running,Bottoms,Footwear,2024-09-29 01:26:34,Unisex,True,2024-01-10,Linen,$30-50,Winter,95,Dry clean only
P000638,Diverse content-based definition Running,Classic Craft 2,Running,,,2023-10-22 01:05:54,Unisex,True,2024-08-08,Cashmere,$50-100,Spring,36,Machine wash warm
P000639,Virtual 24/7 flexibility Running,Classic Craft 2,Running,Formal,,2024-08-12 19:59:41,Women,True,2024-03-16,Viscose,$100-150,Fall,55,Hand wash
P000640,User-friendly static customer loyalty Pants,Urban Thread 2,Pants,Bottoms,Activewear,2025-05-07 14:16:32,Men,True,2024-03-02,Silk,$50-100,All Season,98,Dry clean only
P000641,Cloned context-sensitive intranet Accessories,Street Smart 2,Accessories,Tops,,2025-07-31 12:45:08,Men,True,2025-01-17,Cotton,$100-150,Spring,1,Machine wash warm
P000642,Pre-emptive system-worthy Graphic Interface Formal,Sunset Styles,Formal,Footwear,,2025-07-31 06:09:05,Women,True,2024-09-15,Linen,$150-200,Summer,4,Machine wash cold
P000643,Fully-configurable interactive initiative Bottoms,Mode Moderne 2,Bottoms,Activewear,,2025-05-21 21:59:14,Unisex,True,2023-10-28,Modal,$50-100,Spring,90,Machine wash cold
P000644,Robust user-facing implementation Activewear,Modern Muse,Activewear,Running,,2025-04-08 09:48:51,Women,True,2024-05-26,Wool,$50-100,Spring,89,Dry clean only
P000645,Object-based reciprocal synergy Pants,Style Studio,Pants,Bottoms,,2024-12-14 05:55:37,Women,False,2024-12-30,Linen,$30-50,Winter,88,Hand wash
P000646,Public-key multi-tasking project Tops,Style Studio,Tops,,Womens Clothing,2025-08-07 06:04:26,Women,True,2025-03-25,Denim,$50-100,Spring,33,Hand wash
P000647,Automated multi-state benchmark Footwear,Bold Basics,Footwear,Mens Clothing,,2024-09-11 18:54:32,Unisex,True,2024-09-14,Leather,$100-150,Spring,18,Machine wash warm
P000648,Balanced dynamic model Activewear,Street Smart,Activewear,Footwear,,2024-11-17 18:54:13,Men,True,2024-07-29,Polyester,$50-100,Spring,73,Hand wash
P000649,User-centric 6thgeneration open architecture Footwear,Vintage Vibe 3,Footwear,Footwear,Running,2024-07-23 21:54:55,Women,True,2024-10-30,Cotton,$50-100,Winter,34,Dry clean only
P000650,Virtual responsive application Accessories,Classic Craft 3,Accessories,,,2024-02-21 11:21:46,Unisex,True,2024-05-09,Leather,$30-50,Winter,55,Machine wash warm
P000651,Organic hybrid framework Bottoms,Sunset Styles 3,Bottoms,Womens Clothing,,2025-05-19 22:40:51,Unisex,True,2025-06-29,Leather,$50-100,Spring,72,Hand wash
P000652,Horizontal maximized concept Running,Urban Thread 2,Running,Womens Clothing,,2024-08-20 03:33:43,Women,False,2024-05-11,Polyester,$100-150,Fall,68,Hand wash
P000653,Seamless actuating solution Footwear,Modern Muse,Footwear,,Mens Clothing,2024-11-01 13:18:31,Men,True,2025-08-27,Cotton,$100-150,Winter,84,Dry clean only
P000654,Digitized maximized project Yoga,Mode Moderne,Yoga,Bottoms,,2024-09-11 20:33:31,Unisex,True,2023-12-05,Polyester,$50-100,Winter,94,Dry clean only
P000655,Up-sized motivating budgetary management Womens Clothing,Elite Edge,Womens Clothing,Yoga,,2024-02-13 15:28:39,Women,True,2025-05-22,Cashmere,$50-100,Spring,69,Hand wash
P000656,Reduced tangible moratorium Formal,Bold Basics 2,Formal,,,2024-01-10 02:35:43,Unisex,False,2024-07-27,Cotton,$30-50,Spring,43,Machine wash cold
P000657,Open-source fresh-thinking knowledge user Yoga,Urban Thread 2,Yoga,Bottoms,Running,2023-10-16 08:41:29,Men,True,2024-02-11,Leather,$50-100,All Season,19,Dry clean only
P000658,Persevering optimizing structure Womens Clothing,Classic Craft,Womens Clothing,,,2025-08-22 19:07:24,Men,True,2024-02-29,Modal,$30-50,Spring,31,Dry clean only
P000659,Persevering background extranet Tops,Bella Vista,Tops,Pants,,2024-06-04 17:29:16,Men,True,2025-03-16,Modal,$150-200,Summer,75,Machine wash cold
P000660,Streamlined transitional utilization Bottoms,Sunset Styles,Bottoms,Activewear,Mens Clothing,2024-02-01 09:21:58,Women,True,2025-04-05,Cashmere,$30-50,Fall,15,Dry clean only
P000661,Upgradable bottom-line array Mens Clothing,Bella Vista 2,Mens Clothing,,,2023-12-24 16:29:05,Unisex,True,2025-03-27,Polyester,$30-50,Fall,18,Machine wash warm
P000662,Organized scalable hierarchy Yoga,Fresh Fashion,Yoga,Tops,,2023-12-02 06:31:31,Unisex,False,2024-11-05,Cotton,$50-100,Summer,12,Machine wash warm
P000663,Triple-buffered human-resource superstructure Tops,Vintage Vibe 3,Tops,Footwear,Womens Clothing,2025-06-02 10:50:46,Women,True,2024-10-27,Polyester,$100-150,All Season,36,Machine wash warm
P000664,Seamless cohesive implementation Footwear,Classic Craft 3,Footwear,Mens Clothing,Pants,2024-11-27 11:29:13,Women,True,2024-07-17,Cashmere,$50-100,Summer,22,Machine wash cold
P000665,Balanced zero administration concept Tops,Chic Collection 2,Tops,,,2025-09-04 13:55:13,Women,True,2024-06-12,Linen,$50-100,Fall,53,Machine wash cold
P000666,Re-contextualized stable collaboration Mens Clothing,Trend Tribe 2,Mens Clothing,Formal,,2024-01-30 22:30:29,Women,True,2025-07-31,Viscose,$50-100,All Season,28,Machine wash warm
P000667,Digitized context-sensitive throughput Running,Vintage Vibe 3,Running,Pants,Bottoms,2025-04-02 01:49:24,Unisex,True,2023-11-04,Leather,$30-50,Winter,22,Dry clean only
P000668,Operative fault-tolerant function Womens Clothing,Coastal Chic 3,Womens Clothing,Accessories,Jewelry,2025-04-16 03:29:51,Men,True,2025-05-15,Modal,$50-100,Winter,5,Machine wash cold
P000669,Organized executive product Womens Clothing,City Casual 3,Womens Clothing,,Womens Clothing,2024-02-14 08:42:51,Men,True,2023-12-26,Polyester,$30-50,Spring,30,Machine wash warm
P000670,De-engineered dedicated ability Activewear,Fashion Forward 2,Activewear,Mens Clothing,,2025-01-22 13:39:42,Unisex,True,2025-05-12,Silk,$50-100,Spring,41,Dry clean only
P000671,Function-based 24/7 knowledgebase Mens Clothing,Sunset Styles,Mens Clothing,,,2024-10-17 12:44:49,Women,True,2025-07-21,Silk,$30-50,Spring,60,Machine wash warm
P000672,Proactive needs-based workforce Jewelry,Metro Style,Jewelry,Activewear,,2023-10-01 11:29:38,Women,True,2025-01-10,Wool,$50-100,Winter,92,Dry clean only
P000673,Proactive disintermediate data-warehouse Accessories,Bella Vista 3,Accessories,,Tops,2024-12-27 09:29:07,Women,True,2025-02-19,Modal,$100-150,Spring,35,Dry clean only
P000674,Phased logistical installation Footwear,City Casual,Footwear,Tops,,2024-09-04 05:26:59,Women,True,2023-11-26,Linen,$30-50,All Season,20,Dry clean only
P000675,Right-sized radical ability Formal,Style Studio 2,Formal,,Formal,2024-04-04 02:04:48,Men,True,2025-08-11,Silk,$100-150,All Season,60,Machine wash warm
P000676,Reactive even-keeled process improvement Womens Clothing,Fashion Forward,Womens Clothing,,,2025-01-27 06:54:35,Women,True,2024-12-02,Denim,$30-50,Winter,74,Dry clean only
P000677,Expanded actuating contingency Tops,Fashion Forward 2,Tops,,,2024-01-20 03:59:29,Women,True,2023-11-07,Cotton,$100-150,Spring,60,Machine wash cold
P000678,Streamlined grid-enabled alliance Formal,City Casual 2,Formal,Yoga,,2024-01-17 22:16:17,Men,True,2025-07-20,Silk,$50-100,Spring,71,Machine wash cold
P000679,Automated static orchestration Yoga,Classic Craft 3,Yoga,Mens Clothing,Pants,2025-07-08 22:01:02,Unisex,True,2025-01-06,Polyester,$100-150,Spring,61,Hand wash
P000680,Innovative full-range array Yoga,Fresh Fashion,Yoga,Activewear,,2023-11-04 02:18:25,Men,True,2023-12-19,Leather,$100-150,Winter,98,Dry clean only
P000681,Operative context-sensitive complexity Jewelry,Modern Muse 3,Jewelry,Accessories,,2025-03-02 00:58:15,Women,True,2024-05-03,Cotton,$30-50,Spring,49,Hand wash
P000682,Seamless stable solution Womens Clothing,Street Smart 2,Womens Clothing,Pants,,2025-03-23 14:23:10,Women,True,2024-12-31,Modal,$30-50,Summer,100,Machine wash cold
P000683,Re-engineered zero tolerance open architecture Accessories,Mode Moderne 2,Accessories,,Running,2024-02-11 19:37:51,Men,True,2024-09-13,Cotton,$150-200,Spring,49,Hand wash
P000684,User-friendly optimal hierarchy Activewear,Vintage Vibe 2,Activewear,Accessories,Formal,2025-09-19 12:20:18,Women,True,2023-10-23,Viscose,$30-50,Summer,17,Hand wash
P000685,Cross-group zero administration framework Formal,Trend Tribe,Formal,Footwear,,2024-06-03 18:07:53,Men,True,2024-07-08,Silk,$150-200,Summer,41,Hand wash
P000686,Multi-tiered asymmetric task-force Formal,Fashion Forward,Formal,Pants,Accessories,2024-08-23 22:11:23,Women,True,2025-07-12,Leather,$50-100,All Season,67,Machine wash cold
P000687,Reactive asymmetric frame Yoga,Fresh Fashion 2,Yoga,Formal,,2024-09-26 16:57:29,Women,True,2024-01-08,Denim,$30-50,Spring,24,Machine wash warm
P000688,Decentralized system-worthy focus group Bottoms,Modern Muse,Bottoms,Tops,Bottoms,2024-06-08 17:11:16,Unisex,True,2024-11-08,Linen,$150-200,Spring,89,Dry clean only
P000689,Open-source multi-tasking database Tops,Bold Basics 2,Tops,,,2025-03-20 11:29:53,Women,True,2024-03-06,Linen,$150-200,Winter,87,Dry clean only
P000690,Seamless analyzing benchmark Accessories,Fresh Fashion 2,Accessories,Yoga,,2024-12-13 19:21:01,Men,True,2025-04-14,Polyester,$100-150,Spring,29,Hand wash
P000691,Self-enabling multi-tasking array Activewear,Sunset Styles 2,Activewear,Running,,2024-10-06 16:25:39,Men,True,2025-04-10,Viscose,$50-100,All Season,56,Machine wash warm
P000692,Team-oriented real-time toolset Activewear,Mode Moderne,Activewear,Pants,Pants,2025-03-29 00:06:29,Men,True,2024-05-06,Denim,$50-100,Fall,98,Machine wash cold
P000693,Optimized real-time functionalities Accessories,Vintage Vibe,Accessories,Tops,,2024-04-15 16:42:36,Women,True,2024-11-07,Viscose,$30-50,Fall,23,Dry clean only
P000694,Re-engineered regional help-desk Yoga,Modern Muse 3,Yoga,,,2025-09-16 02:47:34,Women,True,2024-01-04,Polyester,$100-150,Spring,40,Dry clean only
P000695,Seamless non-volatile methodology Pants,Elite Edge 2,Pants,Mens Clothing,,2024-11-03 16:18:51,Women,True,2025-04-14,Denim,$50-100,Fall,18,Hand wash
P000696,Self-enabling modular methodology Formal,Elite Edge 2,Formal,,,2025-06-15 14:08:30,Unisex,True,2024-02-12,Cotton,$30-50,Winter,63,Dry clean only
P000697,Seamless discrete strategy Accessories,Vintage Vibe 2,Accessories,Yoga,,2024-05-09 15:23:09,Men,True,2024-02-23,Linen,$50-100,Winter,37,Dry clean only
P000698,Adaptive bottom-line algorithm Yoga,Style Studio 2,Yoga,,,2024-09-22 02:23:32,Unisex,True,2025-01-23,Leather,$30-50,Spring,17,Machine wash cold
P000699,Decentralized user-facing database Womens Clothing,Mode Moderne,Womens Clothing,Mens Clothing,,2025-06-09 01:15:21,Men,True,2025-01-15,Cotton,$100-150,All Season,82,Dry clean only
P000700,Operative incremental analyzer Formal,Fashion Forward 2,Formal,Pants,Bottoms,2024-06-12 06:38:05,Unisex,True,2024-06-23,Leather,$50-100,Spring,65,Machine wash warm
P000701,Realigned scalable data-warehouse Footwear,Luxe Label,Footwear,Activewear,,2023-10-05 18:53:32,Men,True,2025-02-04,Denim,$50-100,Winter,18,Machine wash warm
P000702,Exclusive system-worthy forecast Jewelry,Metro Style 2,Jewelry,Pants,,2024-04-11 14:58:56,Unisex,True,2025-05-31,Leather,$50-100,All Season,11,Dry clean only
P000703,Cloned fault-tolerant framework Footwear,Sunset Styles 3,Footwear,,,2024-10-24 13:40:31,Women,True,2024-11-26,Wool,$150-200,Winter,93,Machine wash warm
P000704,Inverse zero administration ability Activewear,Elite Edge,Activewear,Tops,Footwear,2023-12-24 10:22:01,Men,False,2025-03-11,Viscose,$50-100,Fall,8,Machine wash warm
P000705,Managed global infrastructure Womens Clothing,Modern Muse,Womens Clothing,Pants,,2025-04-11 16:01:41,Women,True,2024-12-10,Modal,$50-100,Summer,25,Dry clean only
P000706,Seamless 4thgeneration conglomeration Pants,Classic Craft 2,Pants,Womens Clothing,,2024-02-24 17:00:31,Women,True,2024-06-08,Modal,$50-100,Fall,63,Machine wash warm
P000707,Mandatory systematic matrices Womens Clothing,Pure Elegance,Womens Clothing,,Pants,2025-09-07 14:48:47,Women,False,2024-09-28,Leather,$50-100,Spring,83,Hand wash
P000708,Automated secondary challenge Tops,Sunset Styles 2,Tops,Yoga,,2024-10-05 00:01:23,Unisex,True,2024-01-24,Linen,$30-50,Winter,8,Hand wash
P000709,Self-enabling logistical monitoring Footwear,Fashion Forward 2,Footwear,Pants,,2025-08-22 21:36:56,Unisex,True,2024-06-12,Polyester,$50-100,Fall,65,Machine wash cold
P000710,Persistent zero tolerance installation Tops,Style Studio,Tops,Tops,,2025-09-16 15:33:17,Unisex,True,2025-04-24,Wool,$100-150,Fall,20,Machine wash cold
