product_id,product_name,brand,category_l1,category_l2,category_l3,gender_target,season,material,care_instructions,sustainability_score,price_range,launch_date,is_active,created_at
P000624,Triple-buffered multi-tasking challenge Tops,Coastal Chic 3,Tops,Bottoms,,Women,Winter,Leather,Machine wash cold,17,$30-50,2025-09-01,t,2024-08-26 01:16:32
P000625,Visionary client-server projection Running,Elite Edge,Running,,,Men,Winter,Modal,Dry clean only,79,$100-150,2024-12-07,t,2025-09-20 17:14:05
P000626,Diverse foreground architecture Formal,Vintage Vibe 2,Formal,Footwear,,Women,All Season,Cashmere,Machine wash warm,0,$150-200,2024-11-12,t,2024-12-02 21:52:20
P000627,Up-sized bottom-line contingency Mens Clothing,Sunset Styles 3,Mens Clothing,,Formal,Women,Spring,Cotton,Machine wash warm,72,$50-100,2025-07-09,t,2024-05-30 16:44:39
P000628,Digitized upward-trending algorithm Accessories,Modern Muse 3,Accessories,Footwear,,Men,Fall,Viscose,Machine wash cold,59,$100-150,2024-05-30,t,2025-05-13 13:02:20
P000629,Open-source incremental framework Activewear,Street Smart 2,Activewear,Footwear,,Men,All Season,Polyester,Hand wash,74,$100-150,2025-04-27,t,2024-09-05 02:29:53
P000630,Sharable user-facing focus group Womens Clothing,Mode Moderne 2,Womens Clothing,,,Women,All Season,Leather,Hand wash,60,$100-150,2025-05-23,t,2024-01-23 00:58:51
P000631,Ergonomic bi-directional capacity Accessories,Sunset Styles 2,Accessories,,,Women,All Season,Cotton,Hand wash,95,$100-150,2023-10-16,t,2024-02-17 12:13:13
P000632,Virtual reciprocal pricing structure Activewear,Sunset Styles 3,Activewear,Running,,Men,Fall,Cotton,Machine wash cold,94,$100-150,2025-01-08,t,2024-04-21 06:58:32
P000633,Re-contextualized reciprocal emulation Footwear,Chic Collection,Footwear,Formal,Pants,Men,Fall,Modal,Hand wash,35,$50-100,2024-03-24,t,2025-01-02 05:15:54
P000634,Focused systemic algorithm Yoga,Bella Vista,Yoga,Tops,,Men,Fall,Leather,Hand wash,22,$100-150,2023-11-26,t,2024-07-02 01:24:46
P000635,Team-oriented zero-defect matrices Mens Clothing,Classic Craft 3,Mens Clothing,Formal,,Women,Summer,Polyester,Dry clean only,76,$30-50,2024-10-20,t,2024-01-09 03:51:07
P000636,Robust methodical structure Jewelry,Bold Basics 2,Jewelry,,Footwear,Women,Summer,Wool,Hand wash,73,$30-50,2024-07-12,t,2025-02-12 13:07:53
P000637,Enterprise-wide human-resource matrix Running,Metro Style,Running,Bottoms,Footwear,Unisex,Winter,Linen,Dry clean only,95,$30-50,2024-01-10,t,2024-09-29 01:26:34
P000638,Diverse content-based definition Running,Classic Craft 2,Running,,,Unisex,Spring,Cashmere,Machine wash warm,36,$50-100,2024-08-08,t,2023-10-22 01:05:54
P000639,Virtual 24/7 flexibility Running,Classic Craft 2,Running,Formal,,Women,Fall,Viscose,Hand wash,55,$100-150,2024-03-16,t,2024-08-12 19:59:41
P000640,User-friendly static customer loyalty Pants,Urban Thread 2,Pants,Bottoms,Activewear,Men,All Season,Silk,Dry clean only,98,$50-100,2024-03-02,t,2025-05-07 14:16:32
P000641,Cloned context-sensitive intranet Accessories,Street Smart 2,Accessories,Tops,,Men,Spring,Cotton,Machine wash warm,1,$100-150,2025-01-17,t,2025-07-31 12:45:08
P000642,Pre-emptive system-worthy Graphic Interface Formal,Sunset Styles,Formal,Footwear,,Women,Summer,Linen,Machine wash cold,4,$150-200,2024-09-15,t,2025-07-31 06:09:05
P000643,Fully-configurable interactive initiative Bottoms,Mode Moderne 2,Bottoms,Activewear,,Unisex,Spring,Modal,Machine wash cold,90,$50-100,2023-10-28,t,2025-05-21 21:59:14
P000644,Robust user-facing implementation Activewear,Modern Muse,Activewear,Running,,Women,Spring,Wool,Dry clean only,89,$50-100,2024-05-26,t,2025-04-08 09:48:51
P000645,Object-based reciprocal synergy Pants,Style Studio,Pants,Bottoms,,Women,Winter,Linen,Hand wash,88,$30-50,2024-12-30,f,2024-12-14 05:55:37
P000646,Public-key multi-tasking project Tops,Style Studio,Tops,,Womens Clothing,Women,Spring,Denim,Hand wash,33,$50-100,2025-03-25,t,2025-08-07 06:04:26
P000647,Automated multi-state benchmark Footwear,Bold Basics,Footwear,Mens Clothing,,Unisex,Spring,Leather,Machine wash warm,18,$100-150,2024-09-14,t,2024-09-11 18:54:32
P000648,Balanced dynamic model Activewear,Street Smart,Activewear,Footwear,,Men,Spring,Polyester,Hand wash,73,$50-100,2024-07-29,t,2024-11-17 18:54:13
P000649,User-centric 6thgeneration open architecture Footwear,Vintage Vibe 3,Footwear,Footwear,Running,Women,Winter,Cotton,Dry clean only,34,$50-100,2024-10-30,t,2024-07-23 21:54:55
P000650,Virtual responsive application Accessories,Classic Craft 3,Accessories,,,Unisex,Winter,Leather,Machine wash warm,55,$30-50,2024-05-09,t,2024-02-21 11:21:46
P000651,Organic hybrid framework Bottoms,Sunset Styles 3,Bottoms,Womens Clothing,,Unisex,Spring,Leather,Hand wash,72,$50-100,2025-06-29,t,2025-05-19 22:40:51
P000652,Horizontal maximized concept Running,Urban Thread 2,Running,Womens Clothing,,Women,Fall,Polyester,Hand wash,68,$100-150,2024-05-11,f,2024-08-20 03:33:43
P000653,Seamless actuating solution Footwear,Modern Muse,Footwear,,Mens Clothing,Men,Winter,Cotton,Dry clean only,84,$100-150,2025-08-27,t,2024-11-01 13:18:31
P000654,Digitized maximized project Yoga,Mode Moderne,Yoga,Bottoms,,Unisex,Winter,Polyester,Dry clean only,94,$50-100,2023-12-05,t,2024-09-11 20:33:31
P000655,Up-sized motivating budgetary management Womens Clothing,Elite Edge,Womens Clothing,Yoga,,Women,Spring,Cashmere,Hand wash,69,$50-100,2025-05-22,t,2024-02-13 15:28:39
P000656,Reduced tangible moratorium Formal,Bold Basics 2,Formal,,,Unisex,Spring,Cotton,Machine wash cold,43,$30-50,2024-07-27,f,2024-01-10 02:35:43
P000657,Open-source fresh-thinking knowledge user Yoga,Urban Thread 2,Yoga,Bottoms,Running,Men,All Season,Leather,Dry clean only,19,$50-100,2024-02-11,t,2023-10-16 08:41:29
P000658,Persevering optimizing structure Womens Clothing,Classic Craft,Womens Clothing,,,Men,Spring,Modal,Dry clean only,31,$30-50,2024-02-29,t,2025-08-22 19:07:24
P000659,Persevering background extranet Tops,Bella Vista,Tops,Pants,,Men,Summer,Modal,Machine wash cold,75,$150-200,2025-03-16,t,2024-06-04 17:29:16
P000660,Streamlined transitional utilization Bottoms,Sunset Styles,Bottoms,Activewear,Mens Clothing,Women,Fall,Cashmere,Dry clean only,15,$30-50,2025-04-05,t,2024-02-01 09:21:58
P000661,Upgradable bottom-line array Mens Clothing,Bella Vista 2,Mens Clothing,,,Unisex,Fall,Polyester,Machine wash warm,18,$30-50,2025-03-27,t,2023-12-24 16:29:05
P000662,Organized scalable hierarchy Yoga,Fresh Fashion,Yoga,Tops,,Unisex,Summer,Cotton,Machine wash warm,12,$50-100,2024-11-05,f,2023-12-02 06:31:31
P000663,Triple-buffered human-resource superstructure Tops,Vintage Vibe 3,Tops,Footwear,Womens Clothing,Women,All Season,Polyester,Machine wash warm,36,$100-150,2024-10-27,t,2025-06-02 10:50:46
P000664,Seamless cohesive implementation Footwear,Classic Craft 3,Footwear,Mens Clothing,Pants,Women,Summer,Cashmere,Machine wash cold,22,$50-100,2024-07-17,t,2024-11-27 11:29:13
P000665,Balanced zero administration concept Tops,Chic Collection 2,Tops,,,Women,Fall,Linen,Machine wash cold,53,$50-100,2024-06-12,t,2025-09-04 13:55:13
P000666,Re-contextualized stable collaboration Mens Clothing,Trend Tribe 2,Mens Clothing,Formal,,Women,All Season,Viscose,Machine wash warm,28,$50-100,2025-07-31,t,2024-01-30 22:30:29
P000667,Digitized context-sensitive throughput Running,Vintage Vibe 3,Running,Pants,Bottoms,Unisex,Winter,Leather,Dry clean only,22,$30-50,2023-11-04,t,2025-04-02 01:49:24
P000668,Operative fault-tolerant function Womens Clothing,Coastal Chic 3,Womens Clothing,Accessories,Jewelry,Men,Winter,Modal,Machine wash cold,5,$50-100,2025-05-15,t,2025-04-16 03:29:51
P000669,Organized executive product Womens Clothing,City Casual 3,Womens Clothing,,Womens Clothing,Men,Spring,Polyester,Machine wash warm,30,$30-50,2023-12-26,t,2024-02-14 08:42:51
P000670,De-engineered dedicated ability Activewear,Fashion Forward 2,Activewear,Mens Clothing,,Unisex,Spring,Silk,Dry clean only,41,$50-100,2025-05-12,t,2025-01-22 13:39:42
P000671,Function-based 24/7 knowledgebase Mens Clothing,Sunset Styles,Mens Clothing,,,Women,Spring,Silk,Machine wash warm,60,$30-50,2025-07-21,t,2024-10-17 12:44:49
P000672,Proactive needs-based workforce Jewelry,Metro Style,Jewelry,Activewear,,Women,Winter,Wool,Dry clean only,92,$50-100,2025-01-10,t,2023-10-01 11:29:38
P000673,Proactive disintermediate data-warehouse Accessories,Bella Vista 3,Accessories,,Tops,Women,Spring,Modal,Dry clean only,35,$100-150,2025-02-19,t,2024-12-27 09:29:07
P000674,Phased logistical installation Footwear,City Casual,Footwear,Tops,,Women,All Season,Linen,Dry clean only,20,$30-50,2023-11-26,t,2024-09-04 05:26:59
P000675,Right-sized radical ability Formal,Style Studio 2,Formal,,Formal,Men,All Season,Silk,Machine wash warm,60,$100-150,2025-08-11,t,2024-04-04 02:04:48
P000676,Reactive even-keeled process improvement Womens Clothing,Fashion Forward,Womens Clothing,,,Women,Winter,Denim,Dry clean only,74,$30-50,2024-12-02,t,2025-01-27 06:54:35
P000677,Expanded actuating contingency Tops,Fashion Forward 2,Tops,,,Women,Spring,Cotton,Machine wash cold,60,$100-150,2023-11-07,t,2024-01-20 03:59:29
P000678,Streamlined grid-enabled alliance Formal,City Casual 2,Formal,Yoga,,Men,Spring,Silk,Machine wash cold,71,$50-100,2025-07-20,t,2024-01-17 22:16:17
P000679,Automated static orchestration Yoga,Classic Craft 3,Yoga,Mens Clothing,Pants,Unisex,Spring,Polyester,Hand wash,61,$100-150,2025-01-06,t,2025-07-08 22:01:02
P000680,Innovative full-range array Yoga,Fresh Fashion,Yoga,Activewear,,Men,Winter,Leather,Dry clean only,98,$100-150,2023-12-19,t,2023-11-04 02:18:25
P000681,Operative context-sensitive complexity Jewelry,Modern Muse 3,Jewelry,Accessories,,Women,Spring,Cotton,Hand wash,49,$30-50,2024-05-03,t,2025-03-02 00:58:15
P000682,Seamless stable solution Womens Clothing,Street Smart 2,Womens Clothing,Pants,,Women,Summer,Modal,Machine wash cold,100,$30-50,2024-12-31,t,2025-03-23 14:23:10
P000683,Re-engineered zero tolerance open architecture Accessories,Mode Moderne 2,Accessories,,Running,Men,Spring,Cotton,Hand wash,49,$150-200,2024-09-13,t,2024-02-11 19:37:51
P000684,User-friendly optimal hierarchy Activewear,Vintage Vibe 2,Activewear,Accessories,Formal,Women,Summer,Viscose,Hand wash,17,$30-50,2023-10-23,t,2025-09-19 12:20:18
P000685,Cross-group zero administration framework Formal,Trend Tribe,Formal,Footwear,,Men,Summer,Silk,Hand wash,41,$150-200,2024-07-08,t,2024-06-03 18:07:53
P000686,Multi-tiered asymmetric task-force Formal,Fashion Forward,Formal,Pants,Accessories,Women,All Season,Leather,Machine wash cold,67,$50-100,2025-07-12,t,2024-08-23 22:11:23
P000687,Reactive asymmetric frame Yoga,Fresh Fashion 2,Yoga,Formal,,Women,Spring,Denim,Machine wash warm,24,$30-50,2024-01-08,t,2024-09-26 16:57:29
P000688,Decentralized system-worthy focus group Bottoms,Modern Muse,Bottoms,Tops,Bottoms,Unisex,Spring,Linen,Dry clean only,89,$150-200,2024-11-08,t,2024-06-08 17:11:16
P000689,Open-source multi-tasking database Tops,Bold Basics 2,Tops,,,Women,Winter,Linen,Dry clean only,87,$150-200,2024-03-06,t,2025-03-20 11:29:53
P000690,Seamless analyzing benchmark Accessories,Fresh Fashion 2,Accessories,Yoga,,Men,Spring,Polyester,Hand wash,29,$100-150,2025-04-14,t,2024-12-13 19:21:01
P000691,Self-enabling multi-tasking array Activewear,Sunset Styles 2,Activewear,Running,,Men,All Season,Viscose,Machine wash warm,56,$50-100,2025-04-10,t,2024-10-06 16:25:39
P000692,Team-oriented real-time toolset Activewear,Mode Moderne,Activewear,Pants,Pants,Men,Fall,Denim,Machine wash cold,98,$50-100,2024-05-06,t,2025-03-29 00:06:29
P000693,Optimized real-time functionalities Accessories,Vintage Vibe,Accessories,Tops,,Women,Fall,Viscose,Dry clean only,23,$30-50,2024-11-07,t,2024-04-15 16:42:36
P000694,Re-engineered regional help-desk Yoga,Modern Muse 3,Yoga,,,Women,Spring,Polyester,Dry clean only,40,$100-150,2024-01-04,t,2025-09-16 02:47:34
P000695,Seamless non-volatile methodology Pants,Elite Edge 2,Pants,Mens Clothing,,Women,Fall,Denim,Hand wash,18,$50-100,2025-04-14,t,2024-11-03 16:18:51
P000696,Self-enabling modular methodology Formal,Elite Edge 2,Formal,,,Unisex,Winter,Cotton,Dry clean only,63,$30-50,2024-02-12,t,2025-06-15 14:08:30
P000697,Seamless discrete strategy Accessories,Vintage Vibe 2,Accessories,Yoga,,Men,Winter,Linen,Dry clean only,37,$50-100,2024-02-23,t,2024-05-09 15:23:09
P000698,Adaptive bottom-line algorithm Yoga,Style Studio 2,Yoga,,,Unisex,Spring,Leather,Machine wash cold,17,$30-50,2025-01-23,t,2024-09-22 02:23:32
P000699,Decentralized user-facing database Womens Clothing,Mode Moderne,Womens Clothing,Mens Clothing,,Men,All Season,Cotton,Dry clean only,82,$100-150,2025-01-15,t,2025-06-09 01:15:21
P000700,Operative incremental analyzer Formal,Fashion Forward 2,Formal,Pants,Bottoms,Unisex,Spring,Leather,Machine wash warm,65,$50-100,2024-06-23,t,2024-06-12 06:38:05
P000701,Realigned scalable data-warehouse Footwear,Luxe Label,Footwear,Activewear,,Men,Winter,Denim,Machine wash warm,18,$50-100,2025-02-04,t,2023-10-05 18:53:32
P000702,Exclusive system-worthy forecast Jewelry,Metro Style 2,Jewelry,Pants,,Unisex,All Season,Leather,Dry clean only,11,$50-100,2025-05-31,t,2024-04-11 14:58:56
P000703,Cloned fault-tolerant framework Footwear,Sunset Styles 3,Footwear,,,Women,Winter,Wool,Machine wash warm,93,$150-200,2024-11-26,t,2024-10-24 13:40:31
P000704,Inverse zero administration ability Activewear,Elite Edge,Activewear,Tops,Footwear,Men,Fall,Viscose,Machine wash warm,8,$50-100,2025-03-11,f,2023-12-24 10:22:01
P000705,Managed global infrastructure Womens Clothing,Modern Muse,Womens Clothing,Pants,,Women,Summer,Modal,Dry clean only,25,$50-100,2024-12-10,t,2025-04-11 16:01:41
P000706,Seamless 4thgeneration conglomeration Pants,Classic Craft 2,Pants,Womens Clothing,,Women,Fall,Modal,Machine wash warm,63,$50-100,2024-06-08,t,2024-02-24 17:00:31
P000707,Mandatory systematic matrices Womens Clothing,Pure Elegance,Womens Clothing,,Pants,Women,Spring,Leather,Hand wash,83,$50-100,2024-09-28,f,2025-09-07 14:48:47
P000708,Automated secondary challenge Tops,Sunset Styles 2,Tops,Yoga,,Unisex,Winter,Linen,Hand wash,8,$30-50,2024-01-24,t,2024-10-05 00:01:23
P000709,Self-enabling logistical monitoring Footwear,Fashion Forward 2,Footwear,Pants,,Unisex,Fall,Polyester,Machine wash cold,65,$50-100,2024-06-12,t,2025-08-22 21:36:56
P000710,Persistent zero tolerance installation Tops,Style Studio,Tops,Tops,,Unisex,Fall,Wool,Machine wash cold,20,$100-150,2025-04-24,t,2025-09-16 15:33:17
